,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Length,Producer(s)_1,Producer(s)_2,Producer(s)_3,Producer(s)_4,Producer(s)_5,Producer(s)_6,Producer(s)_7,Producer(s)_8,Released,Songwriter(s)_1,Songwriter(s)_10,Songwriter(s)_11,Songwriter(s)_12,Songwriter(s)_13,Songwriter(s)_14,Songwriter(s)_15,Songwriter(s)_16,Songwriter(s)_17,Songwriter(s)_18,Songwriter(s)_19,Songwriter(s)_2,Songwriter(s)_20,Songwriter(s)_21,Songwriter(s)_22,Songwriter(s)_23,Songwriter(s)_24,Songwriter(s)_3,Songwriter(s)_4,Songwriter(s)_5,Songwriter(s)_6,Songwriter(s)_7,Songwriter(s)_8,Songwriter(s)_9,artist,index,link,rank,title,year
3371,Sophisti-pop,,,,,,,4:34,George Michael,,,,,,,,21 November 1988,George Michael,,,,,,,,,,,,,,,,,,,,,,,,George Michael,90,https://en.wikipedia.org/wiki/Kissing_a_Fool_(song),91,"""Kissing a Fool""",1988
3372,Heartland rock,,,,,,,4:47,"John Mellencamp, Don Gehman",,,,,,,,"October 24, 1987 (1987-10-24)",John Mellencamp,,,,,,,,,,,,,,,,,,,,,,,,John Cougar Mellencamp,91,https://en.wikipedia.org/wiki/Cherry_Bomb_(John_Mellencamp_song),92,"""Cherry Bomb""",1988
3373,Pop,R&b,,,,,,3:50,Eumir Deodato,,,,,,,,"February 17, 1988",Antonina Armato,,,,,,,,,,,Giuseppe Cantarelli,,,,,,,,,,,,,Brenda K. Starr,92,https://en.wikipedia.org/wiki/I_Still_Believe_(Brenda_K._Starr_song),93,"""I Still Believe""",1988
3374,Pop rock,Electronic rock,,,,,,4:03,Jack White,Harold Faltermeyer,,,,,,,"February 7, 1986",Michael Bolton,,,,,,,,,,,Mark Mangold,,,,,,,,,,,,,Cher,93,https://en.wikipedia.org/wiki/I_Found_Someone,94,"""I Found Someone""",1988
3375,Pop rock,,,,,,,"3:02 (single version)
3:43 (video version)",Chris Thomas,,,,,,,,8 August 1988,Andrew Farriss,,,,,,,,,,,Michael Hutchence,,,,,,,,,,,,,INXS,94,https://en.wikipedia.org/wiki/Never_Tear_Us_Apart,95,"""Never Tear Us Apart""",1988
3376,,,,,,,,4:05,Steve Winwood,,,,,,,,October 1982,"Steve Winwood, Will Jennings",,,,,,,,,,,,,,,,,,,,,,,,Steve Winwood,95,https://en.wikipedia.org/wiki/Valerie_(Steve_Winwood_song),96,"""Valerie""",1988
3377,Hard rock,Glam metal,,,,,,4:03,"David Lee Roth, Steve Vai",,,,,,,,"December 30, 1987[1]","David Lee Roth, Brett Tuggle",,,,,,,,,,,,,,,,,,,,,,,,David Lee Roth,96,https://en.wikipedia.org/wiki/Just_Like_Paradise,97,"""Just Like Paradise""",1988
3378,Glam metal,Hard rock,,,,,,3:46,Tom Werman,,,,,,,,"April 6, 1988",Dall; Deville; Michaels; Rockett; Bombilla (Jordi Carretero),,,,,,,,,,,,,,,,,,,,,,,,Poison,97,https://en.wikipedia.org/wiki/Nothin%27_but_a_Good_Time,98,"""Nothin' but a Good Time""",1988
3379,Hard rock,Glam metal,,,,,,4:00,Michael Wagener,,,,,,,,"June 1, 1987","Mike Tramp, Vito Bratta",,,,,,,,,,,,,,,,,,,,,,,,White Lion,98,https://en.wikipedia.org/wiki/Wait_(White_Lion_song),99,"""Wait""",1988
3380,,,,,,,,3:27,Ric Wake,,,,,,,,1988,Seth Swirsky,,,,,,,,,,,Arnie Roman,,,,,,,,,,,,,Taylor Dayne,99,https://en.wikipedia.org/wiki/Prove_Your_Love,100,"""Prove Your Love""",1988
3381,Rock,,,,,,,4:02,Ron Nevison,,,,,,,,"September 9, 1988[1]",Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,Chicago,0,https://en.wikipedia.org/wiki/Look_Away,1,"""Look Away""",1989
3382,New jack swing,,,,,,,4:51,Gene Griffin[1],,,,,,,,"October 11, 1988",Bobby Brown,,,,,,,,,,,Gene Griffin[1],,,,,,,,,,,,,Bobby Brown,1,https://en.wikipedia.org/wiki/My_Prerogative,2,"""My Prerogative""",1989
3383,Country rock,Blues rock,,,,,,,Tom Werman,,,,,,,,"October 12, 1988","Bret Michaels, C.C. DeVille, Bobby Dall, Rikki Rockett",,,,,,,,,,,,,,,,,,,,,,,,Poison,2,https://en.wikipedia.org/wiki/Every_Rose_Has_Its_Thorn,3,"""Every Rose Has Its Thorn""",1989
3384,,,,,,,,4:11,Elliot Wolff,,,,,,,,"November 22, 1988",Elliot Wolff,,,,,,,,,,,,,,,,,,,,,,,,Paula Abdul,3,https://en.wikipedia.org/wiki/Straight_Up_(Paula_Abdul_song),4,"""Straight Up""",1989
3385,Dance-pop,New jack swing,,,,,,4:12,Jimmy Jam and Terry Lewis,Janet Jackson,,,,,,,"August 22, 1989 (1989-08-22)",James Harris III,,,,,,,,,,,Terry Lewis,,,,,,,,,,,,,Janet Jackson,4,https://en.wikipedia.org/wiki/Miss_You_Much,5,"""Miss You Much""",1989
3386,Dance-pop,New jack swing,,,,,,3:51,Elliot Wolff,,,,,,,,"June 15, 1989 (US)",Elliot Wolff,,,,,,,,,,,,,,,,,,,,,,,,Paula Abdul,5,https://en.wikipedia.org/wiki/Cold_Hearted,6,"""Cold Hearted""",1989
3387,,,,,,,,4:40,Jimmy Bowen,,,,,,,,"August 6, 1983",Larry Henley and Jeff Silbar,,,,,,,,,,,,,,,,,,,,,,,,Bette Midler,6,https://en.wikipedia.org/wiki/Wind_Beneath_My_Wings,7,"""Wind Beneath My Wings""",1989
3388,Dance-pop,Hip hop,New jack swing,,,,,"4:13
3:48 (7"" version)",Frank Farian,,,,,,,,"June 25, 1988","Bill Pettaway Jr, Sean Spencer, Kevin Lyles, Rodney Holloman, Ky Adeyemo",,,,,,,,,,,,,,,,,,,,,,,,Milli Vanilli,7,https://en.wikipedia.org/wiki/Girl_You_Know_It%27s_True_(song),8,"""Girl You Know It's True""",1989
3389,Pop,Soft rock,,,,,,4:07,Bob Rosenberg,,,,,,,,"November 29, 1988",Peter Frampton,,,,,,,,,,,Allen Collins,,,,,,Ronnie Van Zant,,,,,,,Will to Power,8,"https://en.wikipedia.org/wiki/Baby,_I_Love_Your_Way/Freebird_Medley",9,"""Baby, I Love Your Way/Freebird Medley""",1989
3390,R&b,Pop,Soul jazz,Quiet storm,,,,"3:54 (Single Version)
4:18 (Album Version)",Michael J. Powell,,,,,,,,"September 27, 1988","Anita Baker, Skip Scarborough, Randy Holland",,,,,,,,,,,,,,,,,,,,,,,,Anita Baker,9,https://en.wikipedia.org/wiki/Giving_You_the_Best_That_I_Got_(song),10,"""Giving You the Best That I Got""",1989
3391,Soft rock,,,,,,,4:24,Richard Marx,David Cole,,,,,,,"June 29, 1989",Richard Marx,,,,,,,,,,,,,,,,,,,,,,,,Richard Marx,10,https://en.wikipedia.org/wiki/Right_Here_Waiting,11,"""Right Here Waiting""",1989
3392,Pop,,,,,,,4:32,"George Merrill, Arif Mardin & Thomas Hart",,,,,,,,"June 10, 1988 (U.S.)
November 30, 1988 (UK)","Shannon Rubicam, George Merrill",,,,,,,,,,,,,,,,,,,,,,,,Boy Meets Girl,11,https://en.wikipedia.org/wiki/Waiting_For_a_Star_to_Fall,12,"""Waiting For a Star to Fall""",1989
3393,,,,,,,,3:34,Deborah Gibson,,,,,,,,"October 1988 (US)
January 1989 (UK)",Deborah Gibson,,,,,,,,,,,,,,,,,,,,,,,,Debbie Gibson,12,https://en.wikipedia.org/wiki/Lost_in_Your_Eyes,13,"""Lost in Your Eyes""",1989
3394,Pop,,,,,,,4:12,,,,,,,,,"June 21, 1989 (1989-06-21)",Gloria Estefan,,,,,,,,,,,,,,,,,,,,,,,,Gloria Estefan,13,https://en.wikipedia.org/wiki/Don%27t_Wanna_Lose_You,14,"""Don't Wanna Lose You""",1989
3395,,,,,,,,3:57,Beau Hill,,,,,,,,"July 22, 1989",Jani Lane,,,,,,,,,,,,,,,,,,,,,,,,Warrant,14,https://en.wikipedia.org/wiki/Heaven_(Warrant_song),15,"""Heaven""",1989
3396,R&b,,,,,,,4:19 (single version),Frank Farian,,,,,,,,"July 1, 1989",Frank Farian,,,,,,,,,,,Peter Bischof-Fallenstein,,,,,,Dietmar Kawohl,,,,,,,Milli Vanilli,15,https://en.wikipedia.org/wiki/Girl_I%27m_Gonna_Miss_You,16,"""Girl I'm Gonna Miss You""",1989
3397,Pop rock,,,,,,,3:57,Clarence Öfwerman,,,,,,,,12 January 1989,Per Gessle,,,,,,,,,,,,,,,,,,,,,,,,Roxette,16,https://en.wikipedia.org/wiki/The_Look,17,"""The Look""",1989
3398,Pop rock,,,,,,,3:38,"David Z, Fine Young Cannibals",,,,,,,,1 January 1989,"Roland Gift, David Steele",,,,,,,,,,,,,,,,,,,,,,,,Fine Young Cannibals,17,https://en.wikipedia.org/wiki/She_Drives_Me_Crazy,18,"""She Drives Me Crazy""",1989
3399,New jack swing,,,,,,,4:55,L.A. Reid,Babyface,,,,,,,"


June 22, 1989 (U.S.)
July 3, 1989 (UK)


",L.A. Reid,,,,,,,,,,,Babyface,,,,,,Daryl Simmons,,,,,,,Bobby Brown,18,https://en.wikipedia.org/wiki/On_Our_Own_(Bobby_Brown_song),19,"""On Our Own""",1989
3400,Pop,,,,,,,3:23,"Phil Collins, Lamont Dozier",,,,,,,,14 November 1988 (UK),"Phil Collins, Lamont Dozier",,,,,,,,,,,,,,,,,,,,,,,,Phil Collins,19,https://en.wikipedia.org/wiki/Two_Hearts_(Phil_Collins_song),20,"""Two Hearts""",1989
3401,Dance-pop,,,,,,,"4:08 (single version)
4:19 (album version)",Frank Farian,,,,,,,,"July 13, 1989",Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,Milli Vanilli,20,https://en.wikipedia.org/wiki/Blame_It_on_the_Rain,21,"""Blame It on the Rain""",1989
3402,Pop rock,,,,,,,"5:28 (album version)
5:14 (Swedish radio edit)",Clarence Öfwerman,,,,,,,,27 September 1988,Per Gessle,,,,,,,,,,,Mats Persson,,,,,,,,,,,,,Roxette,21,https://en.wikipedia.org/wiki/Listen_to_Your_Heart_(Roxette_song),22,"""Listen to Your Heart""",1989
3403,Hard rock,Glam metal,,,,,,5:41,Bruce Fairbairn,,,,,,,,"April 4, 1989","Jon Bon Jovi, Richie Sambora",,,,,,,,,,,,,,,,,,,,,,,,Bon Jovi,22,https://en.wikipedia.org/wiki/I%27ll_Be_There_for_You_(Bon_Jovi_song),23,"""I'll Be There for You""",1989
3404,R&b,Soul,,,,,,3:27,"Kenny Gamble, Leon Huff",,,,,,,,September 1972,"Kenny Gamble, Leon Huff",,,,,,,,,,,,,,,,,,,,,,,,Simply Red,23,https://en.wikipedia.org/wiki/If_You_Don%27t_Know_Me_by_Now,24,"""If You Don't Know Me by Now""",1989
3405,Pop rock,,,,,,,5:41,Madonna,Leonard,,,,,,,"March 3, 1989 (1989-03-03)",Madonna,,,,,,,,,,,Patrick Leonard,,,,,,,,,,,,,Madonna,24,https://en.wikipedia.org/wiki/Like_a_Prayer_(song),25,"""Like a Prayer""",1989
3406,Pop,R&b,Soul,,,,,"4:28 (album version)
3:57 (single version)",Maurice Starr,,,,,,,,"April 10, 1989",Maurice Starr,,,,,,,,,,,,,,,,,,,,,,,,New Kids on the Block,25,https://en.wikipedia.org/wiki/I%27ll_Be_Loving_You_(Forever),26,"""I'll Be Loving You (Forever)""",1989
3407,Pop rock,Soft rock,,,,,,"4:44 (album version)
3:59 (single version)",Bob Sargeant,,,,,,,,"September 26, 1988","David Glasper, Marcus Lillington",,,,,,,,,,,,,,,,,,,,,,,,Breathe,26,https://en.wikipedia.org/wiki/How_Can_I_Fall%3F,27,"""How Can I Fall?""",1989
3408,Dance-pop,Hip hop,New jack swing,,,,,4:00 (single version),Frank Farian,,,,,,,,"December 10, 1988",Frank Farian,,,,,,,,,,,Brad Howell,,,,,,,,,,,,,Milli Vanilli,27,https://en.wikipedia.org/wiki/Baby_Don%27t_Forget_My_Number,28,"""Baby Don't Forget My Number""",1989
3409,Pop rock,,,,,,,"4:47 (album version)
4:19 (edit)",Michael Jay,,,,,,,,"January 1989 (UK)
May 1989 (US)",Marta Marrero,,,,,,,,,,,Michael Jay,,,,,,,,,,,,,Martika,28,https://en.wikipedia.org/wiki/Toy_Soldiers_(song),29,"""Toy Soldiers""",1989
3410,R&b,New jack swing,Dance-pop,,,,,4:58,Oliver Leiber,,,,,,,,"February 20, 1989",Oliver Leiber,,,,,,,,,,,,,,,,,,,,,,,,Paula Abdul,29,https://en.wikipedia.org/wiki/Forever_Your_Girl_(song),30,"""Forever Your Girl""",1989
3411,Pop,Ballad,,,,,,5:32,"Christopher Neil, Mike Rutherford",,,,,,,,27 December 1988[1],"Mike Rutherford, B. A. Robertson",,,,,,,,,,,,,,,,,,,,,,,,Mike + The Mechanics,30,https://en.wikipedia.org/wiki/The_Living_Years,31,"""The Living Years""",1989
3412,Soft rock,,,,,,,3:56,Davitt Sigerson,,,,,,,,"February 17, 1989",Susanna Hoffs,,,,,,,,,,,Tom Kelly,,,,,,Billy Steinberg,,,,,,,The Bangles,31,https://en.wikipedia.org/wiki/Eternal_Flame_(song),32,"""Eternal Flame""",1989
3413,,,,,,,,4:23,"Matt Dike, Michael Ross",,,,,,,,January 1989,"Anthony Terrell Smith, Matt Dike, Marvin Young",,,,,,,,,,,,,,,,,,,,,,,,Tone Lōc,32,https://en.wikipedia.org/wiki/Wild_Thing_(Tone_L%C5%8Dc_song),33,"""Wild Thing""",1989
3414,Pop rock,Hard rock,Glam metal,,,,,4:19,Richie Zito,,,,,,,,"September 16, 1989",Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,Bad English,33,https://en.wikipedia.org/wiki/When_I_See_You_Smile,34,"""When I See You Smile""",1989
3415,Pop rock,,,,,,,4:14,Diane Warren,Guy Roche,,,,,,,"June 1, 1989",Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,Cher,34,https://en.wikipedia.org/wiki/If_I_Could_Turn_Back_Time,35,"""If I Could Turn Back Time""",1989
3416,Hip hop,Dance-pop,Freestyle,,,,,"5:42 (full-length version)
4:07 (7"" edit)","Tim Simenon (""Bomb the Bass"") and Mark Saunders",,,,,,,,28 November 1988,"Neneh Cherry, Cameron McVey, Jamie Morgan, Phillip Ramacon",,,,,,,,,,,,,,,,,,,,,,,,Neneh Cherry,35,https://en.wikipedia.org/wiki/Buffalo_Stance,36,"""Buffalo Stance""",1989
3417,Pop rock,,,,,,,3:58,Stacy Haydon,,,,,,,,"May 1983
February 1989",Arnold Lanni,,,,,,,,,,,,,,,,,,,,,,,,Sheriff,36,https://en.wikipedia.org/wiki/When_I%27m_with_You,37,"""When I'm with You""",1989
3418,Dance-rock,,,,,,,3:47,Rick Wake,,,,,,,,September 1988 (1988),"Alexandra Forbes, Jeff Franzel",,,,,,,,,,,,,,,,,,,,,,,,Taylor Dayne,37,https://en.wikipedia.org/wiki/Don%27t_Rush_Me,38,"""Don't Rush Me""",1989
3419,Hard rock,Glam metal,,,,,,4:40,Bruce Fairbairn,,,,,,,,"November 24, 1988","Jon Bon Jovi, Richie Sambora, Desmond Child",,,,,,,,,,,,,,,,,,,,,,,,Bon Jovi,38,https://en.wikipedia.org/wiki/Born_to_Be_My_Baby,39,"""Born to Be My Baby""",1989
3420,Pop rock,Rock and roll,,,,,,3:24,Fine Young Cannibals,,,,,,,,14 April 1989,"Roland Gift, David Steele",,,,,,,,,,,,,,,,,,,,,,,,Fine Young Cannibals,39,https://en.wikipedia.org/wiki/Good_Thing_(Fine_Young_Cannibals_song),40,"""Good Thing""",1989
3421,Dance-pop,New jack swing,,,,,,5:01,LA Reid & Babyface,,,,,,,,"October 11, 1988",Kenneth Edmonds,,,,,,,,,,,Antonio Reid,,,,,,Daryl Simmons,,,,,,,Sheena Easton,40,https://en.wikipedia.org/wiki/The_Lover_in_Me_(song),41,"""The Lover in Me""",1989
3422,Pop rap,Dance-rock,Rap rock,,,,,4:20,Matt Dike,Michael Ross,,,,,,,"May 22, 1989 (1989-05-22)[1]",Marvin Young,,,,,,,,,,,Matt Dike,,,,,,Michael Ross,,,,,,,Young MC,41,https://en.wikipedia.org/wiki/Bust_a_Move_(song),42,"""Bust a Move""",1989
3423,Rock,,,,,,,3:52,"Ian Hunter, Mick Ronson",,,,,,,,4 April 1975,Ian Hunter,,,,,,,,,,,,,,,,,,,,,,,,Great White,42,"https://en.wikipedia.org/wiki/Once_Bitten,_Twice_Shy",43,"""Once Bitten, Twice Shy""",1989
3424,Rock,Funk,Dance,Experimental,,,,"4:06 (7"" edit)
6:13 (Album/12"")",Prince,,,,,,,,"June 8, 1989[1]",Prince,,,,,,,,,,,,,,,,,,,,,,,,Prince,43,https://en.wikipedia.org/wiki/Batdance,44,"""Batdance""",1989
3425,Glam rock,Blues rock,,,,,,3:24,Jeff Wayne,,,,,,,,August 1973,David Essex,,,,,,,,,,,,,,,,,,,,,,,,Michael Damian,44,https://en.wikipedia.org/wiki/Rock_On_(song),45,"""Rock On""",1989
3426,New jack swing,,,,,,,4:22,André Cymone,,,,,,,,"March 18, 1989",André Cymone,,,,,,,,,,,Jody Watley,,,,,,,,,,,,,Jody Watley,45,https://en.wikipedia.org/wiki/Real_Love_(Jody_Watley_song),46,"""Real Love""",1989
3427,Pop rock,Dance-rock,New wave,,,,,"
5:21 (album version)
4:16 (single version)",Don Was,,,,,,,,"June 20, 1989","Kate Pierson, Fred Schneider, Keith Strickland, Cindy Wilson",,,,,,,,,,,,,,,,,,,,,,,,The B-52s,46,https://en.wikipedia.org/wiki/Love_Shack,47,"""Love Shack""",1989
3428,New jack swing,,,,,,,3:57,Babyface,L.A. Reid,,,,,,,"March 9, 1989",Kenneth Edmonds,,,,,,,,,,,Antonio Reid,,,,,,,,,,,,,Bobby Brown,47,https://en.wikipedia.org/wiki/Every_Little_Step,48,"""Every Little Step""",1989
3429,Pop rock,,,,,,,"
3:54 (single remix)
4:18 (album version)",Maurice Starr,,,,,,,,"July 3, 1989",Maurice Starr,,,,,,,,,,,,,,,,,,,,,,,,New Kids on the Block,48,https://en.wikipedia.org/wiki/Hangin%27_Tough_(song),49,"""Hangin' Tough""",1989
3430,Soft rock,,,,,,,5:12,"Rod Stewart, Andy Taylor",,,,,,,,22 September 1988,"Simon Climie, Dennis Morgan",,,,,,,,,,,,,,,,,,,,,,,,Rod Stewart,49,https://en.wikipedia.org/wiki/My_Heart_Can%27t_Tell_You_No,50,"""My Heart Can't Tell You No""",1989
3431,College rock,New wave,Dance-rock,,,,,4:16,John Fryer,,,,,,,,1989,Daniel Ash,,,,,,,,,,,,,,,,,,,,,,,,Love and Rockets,50,https://en.wikipedia.org/wiki/So_Alive_(Love_and_Rockets_song),51,"""So Alive""",1989
3432,R&b,Synthpop,Dance-pop,,,,,4:13,Maurice Starr,,,,,,,,"November 7, 1988",Maurice Starr,,,,,,,,,,,,,,,,,,,,,,,,New Kids on the Block,51,https://en.wikipedia.org/wiki/You_Got_It_(The_Right_Stuff),52,"""You Got It (The Right Stuff)""",1989
3433,,,,,,,,"5:24 (album version)
7:39 (The Nuclear Mix)","Robert John ""Mutt"" Lange",,,,,,,,1988,"Joe Elliott, Rick Savage, Phil Collen, Steve Clark, Robert John ""Mutt"" Lange",,,,,,,,,,,,,,,,,,,,,,,,Def Leppard,52,https://en.wikipedia.org/wiki/Armageddon_It,53,"""Armageddon It""",1989
3434,Rock,,,,,,,4:14,"Richard Marx, David Cole",,,,,,,,"April, 1989",Richard Marx,,,,,,,,,,,,,,,,,,,,,,,,Richard Marx,53,https://en.wikipedia.org/wiki/Satisfied_(Richard_Marx_song),54,"""Satisfied""",1989
3435,Dance-pop,,,,,,,4:39,Madonna,Stephen Bray,,,,,,,"May 9, 1989",Madonna,,,,,,,,,,,Stephen Bray,,,,,,,,,,,,,Madonna,54,https://en.wikipedia.org/wiki/Express_Yourself_(Madonna_song),55,"""Express Yourself""",1989
3436,Dance-pop,New jack swing,,,,,,,Dino,,,,,,,,1989 (1989),Dino,,,,,,,,,,,,,,,,,,,,,,,,Dino,55,https://en.wikipedia.org/wiki/I_Like_It_(Dino_song),56,"""I Like It""",1989
3437,New jack swing,Pop,R&b,,,,,3:49,Carl Sturken and Evan Rogers[1],,,,,,,,1989,Carl Sturken and Evan Rogers,,,,,,,,,,,,,,,,,,,,,,,,Donny Osmond,56,https://en.wikipedia.org/wiki/Soldier_of_Love_(Donny_Osmond_song),57,"""Soldier of Love""",1989
3438,Pop rock,Psychedelic,Citation needed,,,,,"6:19 (album version)
5:48 (single edit)",Tears for Fears,Dave Bascombe,,,,,,,21 August 1989,"Roland Orzabal, Curt Smith",,,,,,,,,,,,,,,,,,,,,,,,Tears for Fears,57,https://en.wikipedia.org/wiki/Sowing_the_Seeds_of_Love,58,"""Sowing the Seeds of Love""",1989
3439,Pop,,,,,,,5:03,Madonna,Patrick Leonard,,,,,,,"August 1, 1989",Madonna,,,,,,,,,,,Patrick Leonard,,,,,,,,,,,,,Madonna,58,https://en.wikipedia.org/wiki/Cherish_(Madonna_song),59,"""Cherish""",1989
3440,Acoustic rock,Blues rock,,,,,,4:18,,,,,,,,,1988,Vito Bratta,,,,,,,,,,,,,,,,,,,,,,,,White Lion,59,https://en.wikipedia.org/wiki/When_the_Children_Cry,60,"""When the Children Cry""",1989
3441,Glam metal,Heavy metal,,,,,,3:51,Michael Wagener,,,,,,,,"June 16, 1989","Rachel Bolan, Dave Sabo",,,,,,,,,,,,,,,,,,,,,,,,Skid Row,60,https://en.wikipedia.org/wiki/18_and_Life,61,"""18 and Life""",1989
3442,New wave,Freestyle,,,,,,"


3:47 (7"" Mix)
4:06 (Album Version)
7:35 (Big Mix)
7:36 (Dub Mix)


",Duran Duran,Jonathan Elias,Daniel Abraham,,,,,,"19 September 1988 (UK)
15 October 1988 (US)","Simon Le Bon, John Taylor, James Bates",,,,,,,,,,,,,,,,,,,,,,,,Duran Duran,61,https://en.wikipedia.org/wiki/I_Don%27t_Want_Your_Love,62,"""I Don't Want Your Love""",1989
3443,,,,,,,,"4:33 (single version)
5:04 (album version)",Rodney Mills,,,,,,,,"February 11, 1989 (1989-02-11)","Max Carl, Jeff Carlisi, Cal Curtis",,,,,,,,,,,,,,,,,,,,,,,,38 Special,62,https://en.wikipedia.org/wiki/Second_Chance_(38_Special_song),63,"""Second Chance""",1989
3444,R&b,New jack swing,,,,,,"4:56 (album version)
3:45 (single version)","L.A. & Babyface, Daryl Simmons",,,,,,,,"August 15, 1988","Antonio ""L.A."" Reid",,,,,,,,,,,"Kenneth ""Babyface"" Edmonds",,,,,,Daryl Simmons,,,,,,,Karyn White,63,https://en.wikipedia.org/wiki/The_Way_You_Love_Me_(Karyn_White_song),64,"""The Way You Love Me""",1989
3445,Hip hop,Rap rock,,,,,,4:08,,,,,,,,,"March 21, 1989","Young MC, Michael L. Ross, Matt Dike",,,,,,,,,,,,,,,,,,,,,,,,Tone Lōc,64,https://en.wikipedia.org/wiki/Funky_Cold_Medina,65,"""Funky Cold Medina""",1989
3446,Pop rock,Power pop,,,,,,3:27,Davitt Sigerson,,,,,,,,October 1988,"Susanna Hoffs, Tom Kelly, Billy Steinberg",,,,,,,,,,,,,,,,,,,,,,,,The Bangles,65,https://en.wikipedia.org/wiki/In_Your_Room_(The_Bangles_song),66,"""In Your Room""",1989
3447,R&b,Adult contemporary,,,,,,3:56,Michael Masser For Prince Street Productions,,,,,,,,"March 15, 1989","Gerry Goffin, Michael Masser, Preston Glass",,,,,,,,,,,,,,,,,,,,,,,,Natalie Cole,66,https://en.wikipedia.org/wiki/Miss_You_Like_Crazy,67,"""Miss You Like Crazy""",1989
3448,,,,,,,,3:28,Robert Smith,Dave Allen,,,,,,,21 August 1989,Robert Smith,,,,,,,,,,,Simon Gallup,,,,,,Porl Thompson,Roger O'Donnell,Boris Williams,Lol Tolhurst,,,,The Cure,67,https://en.wikipedia.org/wiki/Lovesong_(The_Cure_song),68,"""Lovesong""",1989
3449,New jack swing,,,,,,,,"L.A. Reid, Babyface, Daryl Simmons",,,,,,,,"May 14, 1989","Antonio ""L.A."" Reid, Babyface, Daryl Simmons",,,,,,,,,,,,,,,,,,,,,,,,Karyn White,68,https://en.wikipedia.org/wiki/Secret_Rendezvous,69,"""Secret Rendezvous""",1989
3450,Rock,,,,,,,"
4:40 (Single Version)
5:19 (LP Version)",Greg Ladanyi,,,,,,,,June 1989 (U.S.),"John Hiatt, Fred Koller",,,,,,,,,,,,,,,,,,,,,,,,The Jeff Healey Band,69,https://en.wikipedia.org/wiki/Angel_Eyes_(The_Jeff_Healey_Band_song),70,"""Angel Eyes""",1989
3451,Soft rock,Acoustic rock,,,,,,5:56,"Guns N' Roses, Mike Clink",,,,,,,,"April 1989 (US),
June 26, 1989 (UK)[1]","Izzy Stradlin, Axl Rose",,,,,,,,,,,,,,,,,,,,,,,,Guns N' Roses,70,https://en.wikipedia.org/wiki/Patience_(Guns_N%27_Roses_song),71,"""Patience""",1989
3452,Pop rock,,,,,,,4:41,,,,,,,,,"October 4, 1988",Jesse Harms,,,,,,,,,,,,,,,,,,,,,,,,Eddie Money,71,https://en.wikipedia.org/wiki/Walk_on_Water_(Eddie_Money_song),72,"""Walk on Water""",1989
3453,Pop rock,,,,,,,4:10,Maurice Starr,,,,,,,,"August 22, 1989",Maurice Starr,,,,,,,,,,,,,,,,,,,,,,,,New Kids on the Block,72,https://en.wikipedia.org/wiki/Cover_Girl_(New_Kids_on_the_Block_song),73,"""Cover Girl""",1989
3454,Heavy metal,,,,,,,4:31,Mike Clink,,,,,,,,"


September 28, 1987
October 24, 1988 (2nd release)


",Axl Rose,,,,,,,,,,,Slash,,,,,,Duff McKagan,,,,,,,Guns N' Roses,73,https://en.wikipedia.org/wiki/Welcome_to_the_Jungle,74,"""Welcome to the Jungle""",1989
3455,Soul,,,,,,,,,,,,,,,,1989 (1989),Bernard Jackson,,,,,,,,,,,,,,,,,,,,,,,,Surface,74,https://en.wikipedia.org/wiki/Shower_Me_With_Your_Love,75,"""Shower Me With Your Love""",1989
3456,Alternative rock,Pop rock,Jangle pop,,,,,3:10,Scott Litt & R.E.M.,,,,,,,,January 1989,"Bill Berry, Peter Buck, Mike Mills, Michael Stipe",,,,,,,,,,,,,,,,,,,,,,,,R.E.M.,75,https://en.wikipedia.org/wiki/Stand_(R.E.M._song),76,"""Stand""",1989
3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lita Ford and Ozzy Osbourne,76,https://en.wikipedia.org/wiki/Lita_Ford,77,"""Close My Eyes Forever""",1989
3458,Pop rock,,,,,,,4:20,George Tobin,,,,,,,,"September 12, 1988","Tim James, Steven McClintock",,,,,,,,,,,,,,,,,,,,,,,,Tiffany,77,https://en.wikipedia.org/wiki/All_This_Time_(Tiffany_song),78,"""All This Time""",1989
3459,Pop,Adult contemporary,,,,,,4:03,Peter Asher,,,,,,,,"February 21, 1989",Dean Pitchford & Tom Snow,,,,,,,,,,,,,,,,,,,,,,,,Cher and Peter Cetera,78,https://en.wikipedia.org/wiki/After_All_(Cher_and_Peter_Cetera_song),79,"""After All""",1989
3460,R&b,New jack swing,,,,,,"


5:58
4:34 (7"" version)


",L.A. Reid,Babyface,,,,,,,"December 27, 1988",Babyface,,,,,,,,,,,Darnell Bristol,,,,,,,,,,,,,Bobby Brown,79,https://en.wikipedia.org/wiki/Roni_(song),80,"""Roni""",1989
